repo_name,path,f0_
explosion78/hookrz,contracts/Hookrz.sol,"registerRequest(int userId, int requestId);withdrawRequest(int userId, int requestId);getRequest(int requestId);registerBid(int restaurantId, int bidId, int requestId);withdrawBid(int restaurantId, int bidId, int requestId);acceptBid(int restaurantId, int userId, int requestId, int bidId);getBid(int bidId)"
winsvega/solidity,test/libsolidity/syntaxTests/nameAndTypeResolution/199_integer_unsigned_exp_signed.sol,""
Project-WikiGit/WikiGit,dev/contracts/repo_handler.sol,RepoHandler(address _mainAddr);setPersonalHash(bytes _hash)
winsvega/solidity,test/libsolidity/smtCheckerTests/typecast/function_type_to_function_type_internal.sol,f(function(uint)
bobsummerwill/solidity,test/libsolidity/smtCheckerTests/typecast/function_type_to_function_type_internal.sol,f(function(uint)
ethereum/solidity,test/libsolidity/syntaxTests/functionTypes/function_type_returned.sol,f()
ethereum/solidity,test/libsolidity/semanticTests/structs/multislot_struct_allocation.sol,o(uint a);f()
jamespic/ethereum-tools,simple_contracts.sol,"a();x(bool y);x(bool y);x(bool y);x(int a, int b);y()"
dltdojo/courses,ethereum/dapps/multisig/X02_ParityMultisig.sol,"revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);setDailyLimit(uint _newLimit);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);initMultiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);getOwner(uint ownerIndex);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);initDaylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();initWallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);create(uint _value, bytes _code);confirm(bytes32 _h);confirmAndCheck(bytes32 _operation);reorganizeOwners();underLimit(uint _value);today();clearPending();Wallet(address[] _owners, uint _required, uint _daylimit);getOwner(uint ownerIndex);hasConfirmed(bytes32 _operation, address _owner);isOwner(address _addr)"
bobsummerwill/solidity,test/libsolidity/syntaxTests/nameAndTypeResolution/040_functions_with_different_structs_in_interface.sol,f(S1 memory);f(S2 memory)
ethereum/solidity,test/libsolidity/semanticTests/viaYul/array_function_pointers.sol,"f(uint n, uint m);g(uint n, uint m)"
cgewecke/eth-gas-reporter,mock/contracts/EtherRouter/EtherRouter.sol,setResolver(address _resolver)
y12studio/y12eth,ybc2016/ybc2016.sol,"query(uint _timestamp, string _datasource, string _arg);query_withGasLimit(uint _timestamp, string _datasource, string _arg, uint _gaslimit);getPrice(string _datasource);getPrice(string _datasource, uint gaslimit);useCoupon(string _coupon);setProofType(byte _proofType);getAddress();oraclize_setNetwork(uint8 networkID);oraclize_query(string datasource, string arg);oraclize_query(uint timestamp, string datasource, string arg);oraclize_query(uint timestamp, string datasource, string arg, uint gaslimit);oraclize_query(string datasource, string arg, uint gaslimit);oraclize_query(string datasource, string arg1, string arg2);oraclize_query(uint timestamp, string datasource, string arg1, string arg2);oraclize_query(uint timestamp, string datasource, string arg1, string arg2, uint gaslimit);oraclize_query(string datasource, string arg1, string arg2, uint gaslimit);oraclize_cbAddress();oraclize_setProof(byte proofP);parseAddr(string _a);strCompare(string _a, string _b);indexOf(string _haystack, string _needle);strConcat(string _a, string _b, string _c, string _d, string _e);strConcat(string _a, string _b, string _c, string _d);strConcat(string _a, string _b, string _c);strConcat(string _a, string _b);parseInt(string _a);parseInt(string _a, uint _b);YBananaCoin();__callback(bytes32 myid, string result, bytes proof);update(uint delay);kill()"
winsvega/solidity,test/libsolidity/syntaxTests/parsing/single_return_param_trailing_comma.sol,""
bobsummerwill/solidity,test/libsolidity/syntaxTests/parsing/single_return_param_trailing_comma.sol,""
ethereum/solidity,test/libsolidity/syntaxTests/abiEncoder/v2_call_to_v2_contract_function_pointer_accepting_struct.sol,get(Item memory _item);foo()
channel/channel.github.io,contracts/Post.sol,"Post(address feedContract);publish(string headers, string document, address token, uint256 parentID);toContentID(address publisher, string headers, string document, address token, uint256 parentID)"
ethereum/solidity,test/libsolidity/smtCheckerTests/complex/slither/external_function.sol,funcCalled();callWithSuper();funcNotCalled();my_func();funcNotCalled();exec()
WingsDao/contracts,contracts/MultiSigWallet/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
ethereum/solidity,test/libsolidity/semanticTests/tryCatch/return_function.sol,g();f();fun()
TheRougeProject/RougeTokens,contracts/RGXBonus.sol,"isFundingOpen();distribute(address _to, uint256 _value);endFunding(uint _fundingEnd);withdraw();kill()"
intellij-solidity/intellij-solidity,src/test/resources/fixtures/parser/solidity_official_tests/shouldSucceed/callingFunction.sol,f()
LykkeCity/EthereumApiDotNetCore,src/ContractBuilder/contracts/erc20DepositContract.sol,"transferAllTokens(address _tokenAddress, address _to);tokenFallback(address _from, uint _value, bytes _data)"
ethereum/solidity,test/libsolidity/syntaxTests/multiVariableDeclaration/multiVariableDeclarationThatIsExpression.sol,f()
Health-Nexus/drs,contracts/HealthDRS.sol,"zero();isKeyOwner(bytes32 key, address account);isServiceOwner(bytes32 service, address account);getUrl(bytes32 service);getUrlFromKey(bytes32 key);updateUrl(bytes32 service, string memory url);getOwnersLength(bytes32 key);setLatestContract(address _contract);createService(string memory url);createKey(bytes32 service);issueKey(bytes32 service, address payable issueTo);shareKey(bytes32 key, address account);shareService(bytes32 service, address account);unshareKey(bytes32 key, address account);unshareService(bytes32 service, address account);createSalesOffer(bytes32 key, address payable buyer, uint price, bool _canSell);cancelSalesOffer(bytes32 key);purchaseKey(bytes32 key);createTradeOffer(bytes32 have, bytes32 want);cancelTradeOffer(bytes32 key);tradeKey(bytes32 have, bytes32 want);getServiceCount();getKeyCount();getService(bytes32 service);getKey(bytes32 key);setKeyData(bytes32 key, bytes32 dataKey, bytes32 dataValue);getKeyData(bytes32 key, bytes32 dataKey);logAccess(bytes32 key, string memory data);message(bytes32 from, bytes32 to, string memory category, string memory data);log(bytes32 from, string memory data)"
yippee-ki-yay/eth-slots,contracts/SlotMachine.sol,"SlotMachine();oneRoll();contractBalance();calculatePrize(uint rand1, uint rand2, uint rand3);withdraw();balanceOf(address user);setCoinPrice(uint _coinPrice);cashout(uint _amount);randomGen(uint seed)"
winsvega/solidity,test/libsolidity/syntaxTests/types/address/contract_non_payable_fallback_to_payable_address.sol,f()
jscottmiller/patronage,contracts/Exchange.sol,"reserve(address owner, uint amount);unreserve(address owner, uint amount);transfer(address oldOwner, address newOwner, uint shares);Exchange();postOffer(Side side, uint price, uint32 shares);getNumberOfOffers(Side side);getTopOffer(Side side);getOffer(Side side, uint depth);cancelOffer(Side side, uint price, uint32 shares);withdrawal();getBalance();spliceOffer(Side side, int16 parentIndex, int16 nextIndex)"
winsvega/solidity,test/libsolidity/syntaxTests/nameAndTypeResolution/466_does_not_error_transfer_payable_fallback.sol,""
Cryptonomica/cryptonomica,src/main/webapp/cryptoshares/contracts/CryptoShares.sol,"add(uint256 a, uint256 b);sub(uint256 a, uint256 b);mul(uint256 a, uint256 b);div(uint256 a, uint256 b);mod(uint256 a, uint256 b);balanceOf(address _account);transfer(address _recipient, uint _amount);revokedOn(address _address);keyCertificateValidUntil(address _address);tokenFallback(address _from, uint _value, bytes calldata _data);addressIsVerifiedByCryptonomica(address _address);startDividendsPayments();payDividendsToNext();fundDividendsPayout();startDividendsPaymentsAndFundDividendsPayout();approve(address _spender, uint _value);approve(address _spender, uint _currentValue, uint _value);_transferFrom(address _from, address _to, uint _value);transferFrom(address _from, address _to, uint _value);transfer(address _to, uint _value);transfer(address _to, uint _value, bytes calldata _data);voteFor(uint256 _proposalId);voteAgainst(uint256 _proposalId);addEtherToContract();changeCryptonomicaVerificationContractAddress(address _newAddress);addAdmin(address _newAdmin);removeAdmin(address _oldAdmin);setWithdrawalAddress(address payable _withdrawalAddress);fixWithdrawalAddress(address _withdrawalAddress);withdrawAllToWithdrawalAddress();changePrice(uint _newPrice);changeDisputeResolutionAgreement(string calldata _newText);changeXEuroContractAddress(address _newAddress)"
MicahZoltu/ethereum-scripts,source/TheDAO.sol,"balanceOf(address _owner);transfer(address _to, uint256 _amount);transferFrom(address _from, address _to, uint256 _amount);approve(address _spender, uint256 _amount);allowance(address _owner, address _spender);balanceOf(address _owner);transfer(address _to, uint256 _amount);approve(address _spender, uint256 _amount);allowance(address _owner, address _spender);payOut(address _recipient, uint _amount);ManagedAccount(address _owner, bool _payOwnerOnly);payOut(address _recipient, uint _amount);createTokenProxy(address _tokenHolder);refund();divisor();createTokenProxy(address _tokenHolder);refund();divisor();receiveEther();newProposal(address _recipient, uint _amount, string _description, bytes _transactionData, uint _debatingPeriod, bool _newCurator);checkProposalCode(uint _proposalID, address _recipient, uint _amount, bytes _transactionData);vote(uint _proposalID, bool _supportsProposal);executeProposal(uint _proposalID, bytes _transactionData);splitDAO(uint _proposalID, address _newCurator);newContract(address _newContract);changeAllowedRecipients(address _recipient, bool _allowed);changeProposalDeposit(uint _proposalDeposit);retrieveDAOReward(bool _toMembers);getMyReward();withdrawRewardFor(address _account);transferWithoutReward(address _to, uint256 _amount);transferFromWithoutReward(address _from, address _to, uint256 _amount);halveMinQuorum();numberOfProposals();getNewDAOAddress(uint _proposalID);isBlocked(address _account);unblockMe()"
yaronvel/smart_contracts,EZshirt/post_contract.sol,"PostIL( );submit( string _confirmation_number, int8 _day, int8 _month, int16 _year, string _king_name );__callback(bytes32 myid, string result);update(uint delay, string _confirmation_number);change_king_name( string new_name );set_for_sale( uint min_price );buy_king( );king_of_returning_shirts();is_king_found( );is_king_for_sale( );get_king_price( );get_king_address( );date_string( int8 _day, int8 _month, int16 _year )"
Lunyr/crowdsale-contracts,contracts/NewToken.sol,"NewToken(address _upgradeAgent);createToken(address _target, uint256 _amount);transfer(address _to, uint256 _value);transferFrom(address _from, address _to, uint256 _value);approve(address _spender, uint256 _value);allowance(address _owner, address _spender);balanceOf(address _owner);UpgradeAgent(address _oldToken);safetyInvariantCheck(uint256 _value);setNewToken(address _newToken);setUpgradeHasBegun();upgradeFrom(address _from, uint256 _value)"
winsvega/solidity,test/libsolidity/semanticTests/viaYul/comparison_functions.sol,equal();unequal()
bobsummerwill/solidity,test/libsolidity/semanticTests/viaYul/comparison_functions.sol,equal();unequal()
stanta/darfchain,ICO/contracts/PreICOProxyBuyer.sol,"PreICOProxyBuyer(address _owner, uint _freezeEndsAt, uint _weiMinimumLimit, uint _weiCap);getToken();invest();buyForEverybody();getClaimAmount(address investor);getClaimLeft(address investor);claimAll();claim(uint amount);refund();setCrowdsale(Crowdsale _crowdsale);getState()"
ethereum/solidity,test/libsolidity/syntaxTests/parsing/single_modifier_arg_trailing_comma.sol,""
winsvega/solidity,test/libsolidity/syntaxTests/types/function_types/function_state_mutability_success.sol,internalPureFunc(uint256 x);internalViewFunc(uint256 x);internalMutableFunc(uint256 x);externalPureFunc(uint256 x);externalViewFunc(uint256 x);externalPayableFunc(uint256 x);externalMutableFunc(uint256 x);funcTakesInternalPure(function(uint256);funcTakesInternalView(function(uint256);funcTakesInternalMutable(function(uint256);funcTakesExternalPure(function(uint256);funcTakesExternalView(function(uint256);funcTakesExternalPayable(function(uint256);funcTakesExternalMutable(function(uint256);tests()
bobsummerwill/solidity,test/libsolidity/syntaxTests/types/function_types/function_state_mutability_success.sol,internalPureFunc(uint256 x);internalViewFunc(uint256 x);internalMutableFunc(uint256 x);externalPureFunc(uint256 x);externalViewFunc(uint256 x);externalPayableFunc(uint256 x);externalMutableFunc(uint256 x);funcTakesInternalPure(function(uint256);funcTakesInternalView(function(uint256);funcTakesInternalMutable(function(uint256);funcTakesExternalPure(function(uint256);funcTakesExternalView(function(uint256);funcTakesExternalPayable(function(uint256);funcTakesExternalMutable(function(uint256);tests()
